id,airline,flight,airportfrom,airportto,dayofweek,time,length,delay
6981,EV,5354,OAJ,ATL,3,704,95,1
6984,9E,3663,CMH,CVG,3,705,57,1
6987,9E,4043,GRR,MEM,3,705,128,1
6988,AA,1053,STL,ORD,3,705,75,0
6991,AA,1344,SAT,DFW,3,705,70,0
7003,B6,585,HPN,FLL,3,705,179,1
7007,DL,1682,GRR,ATL,3,705,125,0
7009,EV,5331,CLE,MEM,3,705,124,0
7012,MQ,2872,DFW,LBB,3,705,70,1
7014,MQ,3457,CLE,DFW,3,705,180,1
7016,MQ,3758,AUS,ORD,3,705,155,1
7017,MQ,3827,ATL,ORD,3,705,120,1
7019,MQ,4181,ORD,GRB,3,705,55,0
7021,OO,4816,SFO,SLC,3,705,104,0
7024,UA,856,LAX,IAD,3,705,285,0
7029,US,1527,SYR,CLT,3,705,129,0
7031,US,1787,BUF,CLT,3,705,113,0
7036,US,956,FLL,PHL,3,705,159,1
7046,WN,2640,PDX,BOI,3,705,65,1
7064,XE,2454,MEM,IAH,3,705,99,1
7066,XE,2844,CLE,DCA,3,705,70,0
7068,YV,2622,CLT,IAD,3,705,85,0
7069,EV,5005,CLT,MEM,3,706,123,0
7074,XE,2156,TUS,IAH,3,706,134,1
7077,DL,2500,DAB,ATL,3,707,88,1
7085,FL,1138,MDT,FLL,3,708,167,0
7086,OO,6926,RNO,DEN,3,708,134,0
7089,9E,3918,SAT,MEM,3,709,116,0
7090,9E,4104,AUS,MEM,3,709,110,0
7093,EV,7123,ORD,CVG,3,709,72,1
7095,9E,3750,BUF,DTW,3,710,83,1
7096,9E,3921,IAH,MEM,3,710,105,0
7097,9E,4361,PIT,MEM,3,710,135,0
7099,AA,1396,RNO,DFW,3,710,190,1
7106,CO,1607,TPA,IAH,3,710,141,1
7108,DL,2433,CLT,ATL,3,710,82,0
7110,EV,5609,RDU,MEM,3,710,128,0
7113,MQ,4134,BDL,ORD,3,710,165,0
7114,MQ,4281,ORD,EVV,3,710,65,1
7116,OH,6672,HSV,MEM,3,710,65,1
7121,US,487,CLT,DEN,3,710,234,0
7128,WN,2785,FLL,PHL,3,710,175,1
7134,XE,3052,CRP,IAH,3,710,62,0
7135,XE,3151,TYS,IAH,3,710,139,0
7142,OO,6346,SFO,SBP,3,712,72,0
7143,OO,6636,PSC,DEN,3,712,131,1
7144,OO,6815,SFO,CEC,3,712,93,0
7145,OO,6822,SFO,RDD,3,712,69,0
7149,EV,5210,JAN,MEM,3,713,71,1
7152,OO,4766,RAP,MSP,3,713,92,0
7153,OO,6663,DEN,EUG,3,713,173,0
7156,9E,3906,SBN,CVG,3,714,61,1
7157,EV,5123,MOB,ATL,3,714,76,1
7160,UA,412,SAT,IAD,3,714,201,0
7164,9E,4156,JAX,MEM,3,715,118,1
7165,9E,4241,DAY,DTW,3,715,70,0
7168,AA,1578,MFE,DFW,3,715,100,0
7171,AA,2527,BHM,DFW,3,715,130,0
7178,CO,1832,IAH,LGA,3,715,199,0
7180,DL,1052,ECP,ATL,3,715,73,0
7183,DL,2744,SAN,MSP,3,715,219,0
7185,EV,5125,ATL,CLE,3,715,103,0
7189,MQ,2829,DFW,PNS,3,715,100,0
7191,MQ,3643,JAX,MIA,3,715,80,0
7192,MQ,4124,IND,JFK,3,715,124,0
7193,MQ,4476,DCA,JFK,3,715,65,0
7195,OO,6288,LAX,MRY,3,715,65,0
7196,OO,6349,ORD,CWA,3,715,57,1
7197,OO,6424,ORD,MKE,3,715,42,1
7217,WN,3394,SAN,MCI,3,715,190,1
7227,XE,2256,AVL,EWR,3,715,108,1
7228,XE,2269,LFT,IAH,3,715,75,0
7232,XE,5999,ORD,TUL,3,715,118,1
7234,9E,4055,DSM,MSP,3,716,76,1
7235,9E,4332,MEM,ATL,3,716,88,1
7239,OO,4569,CID,MSP,3,717,63,0
7240,OO,6375,ORD,CMX,3,717,81,0
7241,UA,241,ORD,SEA,3,717,275,0
7244,XE,5995,ORD,BIS,3,717,134,0
7246,OO,7030,ORD,MLI,3,718,43,1
7249,XE,5926,ORD,RAP,3,718,137,1
7254,OO,6823,BOI,DEN,3,719,108,1
7255,OO,6937,DEN,DRO,3,719,64,1
7259,9E,3887,DTW,BUF,3,720,74,0
7260,9E,3912,ICT,MEM,3,720,93,0
7264,AA,1593,MCO,MIA,3,720,65,1
7265,AA,1845,MIA,SJU,3,720,145,1
7266,AA,1898,ELP,DFW,3,720,100,0
7284,CO,1849,FLL,IAH,3,720,171,1
7285,CO,387,EWR,SNA,3,720,369,1
7289,DL,1710,DFW,ATL,3,720,125,1
7290,DL,1947,LGA,ATL,3,720,160,0
7292,DL,1963,DCA,MSP,3,720,164,1
7293,DL,2062,DTW,PBI,3,720,182,1
7295,DL,2339,DCA,ATL,3,720,120,1
7296,DL,2863,JFK,LAX,3,720,370,0
7297,DL,2880,SFO,ATL,3,720,280,0
7298,EV,4947,BHM,ATL,3,720,83,0
7299,EV,5002,ATL,OAJ,3,720,77,1
7300,EV,5402,JAX,DTW,3,720,150,1
7303,MQ,3547,DFW,CLE,3,720,150,0
7306,MQ,4021,ORD,CMI,3,720,50,1
7307,MQ,4057,SYR,ORD,3,720,135,1
7312,OH,6467,BOS,JFK,3,720,83,0
7313,OH,6543,LGA,BHM,3,720,181,0
7325,US,2033,BOS,DCA,3,720,92,0
7328,US,2170,DCA,LGA,3,720,70,0
7334,WN,1774,PHX,SEA,3,720,195,1
7344,XE,2195,MOB,IAH,3,720,90,0
7345,XE,2221,EWR,MEM,3,720,177,0
7346,XE,2471,PBI,IAH,3,720,169,1
7348,XE,2636,SAT,IAH,3,720,58,0
7349,XE,2929,TUL,IAH,3,720,91,0
7357,DL,2350,PDX,ATL,3,722,278,1
7359,XE,3090,AUS,IAH,3,722,56,0
7364,OO,6416,BFL,SFO,3,723,72,0
7370,OO,6350,SFO,ONT,3,724,79,1
7371,OO,6624,RDM,PDX,3,724,45,0
7375,9E,4302,CLE,DTW,3,725,60,0
7376,9E,4340,TPA,RDU,3,725,110,1
7378,AA,1520,LAX,MIA,3,725,300,1
7380,AA,1820,IAH,DFW,3,725,65,0
7381,AA,1833,EWR,DFW,3,725,245,0
7389,AA,808,DFW,IAH,3,725,65,0
7390,AA,874,LAX,ORD,3,725,245,1
7393,B6,66,JFK,BUF,3,725,79,1
7395,CO,1834,EWR,SEA,3,725,369,1
7399,DL,1730,ATL,CHS,3,725,69,0
7402,DL,2383,ATL,JAX,3,725,71,1
7403,DL,2406,SFO,MSP,3,725,229,0
7404,DL,2544,SMF,MSP,3,725,218,1
7405,DL,2551,LGA,PBI,3,725,182,1
7407,DL,2848,FLL,BDL,3,725,178,1
7412,EV,5314,DTW,DFW,3,725,191,1
7413,EV,5325,ATL,LYH,3,725,76,1
7414,EV,5526,ATL,FNT,3,725,110,1
7417,MQ,2732,MHK,DFW,3,725,90,0
7419,MQ,3044,LAX,DEN,3,725,140,0
7421,MQ,3346,SDF,DFW,3,725,150,0
7422,MQ,3584,MKE,DFW,3,725,165,0
7423,MQ,3900,ORD,BDL,3,725,125,0
7424,MQ,4145,CMH,JFK,3,725,110,0
7426,OO,4513,OKC,MEM,3,725,94,0
7429,US,1029,BWI,CLT,3,725,85,0
7432,US,1630,DEN,CLT,3,725,183,0
7445,XE,2148,BNA,EWR,3,725,129,1
7449,DL,2509,GRB,DTW,3,726,78,1
7459,DL,2074,MCO,MSP,3,728,207,1
7467,DL,2975,ORF,ATL,3,729,120,0
7471,YV,2942,CVG,CLT,3,729,86,0
7474,9E,3860,MBS,DTW,3,730,54,0
7482,CO,747,ORD,IAH,3,730,171,0
7489,DL,1719,DTW,LAX,3,730,305,1
7493,DL,2393,DTW,MSP,3,730,122,0
7495,DL,2497,ATL,PBI,3,730,106,0
7496,DL,2781,IND,MSP,3,730,115,0
7497,EV,4944,DTW,CAK,3,730,58,1
7499,MQ,2770,LFT,DFW,3,730,85,0
7501,MQ,3216,HOU,DFW,3,730,70,0
7502,MQ,3236,GRK,DFW,3,730,50,0
7506,MQ,4142,ORD,PIT,3,730,85,1
7507,MQ,4694,JFK,RDU,3,730,105,0
7508,OH,6662,DTW,FWA,3,730,54,0
7509,OO,4775,SAN,LAX,3,730,49,0
7528,WN,3682,FLL,AUS,3,730,195,1
7533,XE,2981,BTR,IAH,3,730,64,0
7535,XE,5997,ORD,CID,3,730,54,1
7537,9E,3933,CMH,MEM,3,731,112,0
7541,EV,5525,CLE,ATL,3,732,112,1
7542,EV,5540,SHV,ATL,3,732,103,1
7544,OH,6368,STL,CVG,3,732,83,1
7546,OO,6563,DEN,ASE,3,732,44,1
7547,DL,1295,PIT,ATL,3,733,112,0
7548,DL,2822,PHX,DTW,3,733,232,1
7554,9E,3855,BTV,DTW,3,734,131,1
7557,YV,7256,IAD,IND,3,734,104,1
7559,9E,3866,TUL,MEM,3,735,81,0
7560,9E,3874,ATL,STL,3,735,104,1
7561,9E,3969,ATL,HPN,3,735,148,0
7562,9E,4171,ELM,DTW,3,735,86,1
7565,9E,4257,BOS,RDU,3,735,135,0
7573,AA,813,AUS,LAX,3,735,195,0
7591,EV,5310,ATL,AGS,3,735,51,0
7592,EV,5377,MLI,ATL,3,735,116,1
7598,MQ,2876,SAF,DFW,3,735,95,0
7600,MQ,3342,DFW,CRP,3,735,80,0
7602,MQ,4316,ORD,TUL,3,735,120,0
7605,OH,6702,IND,MEM,3,735,94,0
7617,WN,1489,ISP,PBI,3,735,180,1
7625,WN,770,DAL,ELP,3,735,105,0
7631,YV,2672,SDF,CLT,3,735,90,0
7635,EV,7105,IAD,PWM,3,737,92,1
7636,EV,7131,IAD,CAE,3,737,87,0
7637,FL,1595,GPT,TPA,3,737,84,0
7640,OO,6761,IAD,MSY,3,737,170,0
7641,YV,7247,IAD,ATL,3,737,116,1
7642,YV,7253,ORD,MEM,3,737,101,0
7643,YV,7304,IAD,JAX,3,737,116,0
7644,DL,1202,PBI,ATL,3,738,112,0
7646,DL,2596,SFO,CVG,3,738,262,1
7656,AA,1328,SMF,DFW,3,740,200,0
7658,AA,1386,SEA,ORD,3,740,250,0
7659,AA,1622,PDX,DFW,3,740,220,1
7673,DL,1560,SEA,CVG,3,740,257,1
7676,DL,2228,MCO,DTW,3,740,160,1
7677,DL,2311,ATL,DFW,3,740,150,0
7678,DL,2338,ATL,DCA,3,740,99,0
7679,DL,2472,TPA,ATL,3,740,94,0
7682,EV,5324,ATL,CAE,3,740,57,1
7683,EV,5515,LEX,MEM,3,740,87,1
7685,FL,1255,TPA,IND,3,740,136,1
7688,MQ,2847,CHS,DFW,3,740,190,0
7690,MQ,3626,PNS,MIA,3,740,110,0
7691,MQ,3828,ORD,DCA,3,740,110,0
7692,MQ,3940,ORD,LEX,3,740,85,1
7699,OO,4537,PHX,SLC,3,740,97,0
7700,OO,6839,ORD,OMA,3,740,99,1
7701,OO,6953,ORD,BOI,3,740,229,1
7702,UA,285,IAD,SFO,3,740,367,0
7711,WN,1662,SDF,BWI,3,740,85,0
7720,XE,3064,CHS,EWR,3,740,118,1
7721,XE,5929,ORD,ICT,3,740,114,1
7722,9E,3711,PWM,DTW,3,741,142,1
7724,9E,4009,ITH,DTW,3,741,96,1
7726,FL,1491,CMH,MCO,3,741,139,0
7735,DL,2877,ORD,ATL,3,742,123,1
7738,OO,6852,MCI,IAD,3,742,141,0
7739,OO,6979,IAH,ORD,3,742,153,1
7745,9E,4150,IND,DCA,3,743,95,0
7747,DL,2694,ATL,PHL,3,743,129,1
7748,OH,6449,GSO,ATL,3,743,106,0
7762,AA,775,MIA,STT,3,745,150,0
7765,AS,880,OGG,OAK,3,745,282,0
7768,CO,629,DEN,EWR,3,745,226,1
7769,CO,93,SFO,IAH,3,745,225,1
7774,DL,1690,ATL,BDL,3,745,141,0
7775,DL,2930,PDX,MSP,3,745,199,0
7777,EV,5292,MSN,DCA,3,745,115,0
7778,EV,7072,IAD,MHT,3,745,89,1
7779,EV,7112,IAD,JFK,3,745,80,0
7781,MQ,2729,DFW,ABI,3,745,50,1
7782,MQ,2746,BRO,DFW,3,745,95,0
7785,MQ,2992,CYS,DFW,3,745,115,0
7786,MQ,3235,DFW,ACT,3,745,40,0
7787,MQ,3631,MIA,BNA,3,745,150,0
7788,MQ,3965,ORD,DSM,3,745,75,1
7789,MQ,4269,ORD,CMH,3,745,75,0
7790,MQ,4412,LGA,DTW,3,745,125,1
7793,OH,6306,IAD,DTW,3,745,119,1
7797,WN,1022,BOS,BWI,3,745,90,1
7801,WN,1667,SNA,SMF,3,745,90,1
7802,WN,171,SEA,STL,3,745,225,1
7809,WN,3588,IND,LAS,3,745,255,1
7817,YV,2824,MRY,PHX,3,745,106,0
7818,YV,7285,IAD,ORF,3,745,56,1
7819,AA,2248,DFW,DCA,3,746,165,1
7821,DL,1666,CMH,ATL,3,746,101,0
7822,DL,2191,ATL,TPA,3,746,85,1
7823,EV,7079,IAD,DTW,3,746,94,1
7824,OO,6614,DEN,PSC,3,746,153,0
7825,OO,6675,DEN,FAT,3,746,145,1
7827,9E,3829,ABE,DTW,3,747,113,1
7831,DL,566,ATL,ORF,3,748,95,0
7832,FL,688,ICT,ATL,3,748,122,0
7833,UA,852,SFO,SAN,3,748,96,0
7835,YV,7245,IAD,PVD,3,748,82,0
7836,YV,7259,PVD,ORD,3,748,167,1
7837,EV,5445,MHT,DTW,3,749,130,1
7838,FL,286,HOU,ATL,3,749,112,0
7841,9E,3991,DTW,MDW,3,750,73,0
7843,9E,4291,TYS,MEM,3,750,84,1
7844,9E,4295,JFK,LWB,3,750,110,1
7852,AS,483,SAN,SEA,3,750,175,1
7868,DL,1990,MSY,ATL,3,750,93,0
7870,DL,2288,ATL,BOS,3,750,153,0
7875,FL,816,BOS,BWI,3,750,88,1
7880,MQ,3947,ORD,TYS,3,750,90,1
7881,MQ,4504,LGA,BOS,3,750,65,0
7882,OH,6267,CVG,MEM,3,750,95,0
7883,OH,6444,AVL,DTW,3,750,110,1
7884,OH,6485,JFK,BOS,3,750,78,0
7885,OO,4810,TUS,SLC,3,750,110,0
7886,US,1271,BOS,PHL,3,750,94,1
7887,US,2032,DCA,BOS,3,750,84,0
7888,US,574,SMF,PHX,3,750,104,0
7911,YV,2881,SBP,PHX,3,750,95,0
7912,YV,7296,IAD,BDL,3,750,74,0
7913,EV,5108,FAY,ATL,3,751,97,1
7915,OO,4823,SLC,FAT,3,751,95,1
7919,9E,4116,GSP,DTW,3,752,116,1
7921,EV,5081,XNA,ATL,3,752,110,1
7922,EV,5211,DCA,STL,3,752,143,0
7924,EV,7118,IAD,SYR,3,753,74,1
7925,OO,6969,PSP,LAX,3,753,47,0
7927,DL,2954,PHX,CVG,3,754,211,1
7928,EV,7093,IAD,CMH,3,754,80,0
7933,XE,5990,ORD,LNK,3,754,99,1
7939,AA,617,DFW,SAN,3,755,195,1
7942,AA,818,LAX,STL,3,755,210,0
7946,CO,1770,MCO,CLE,3,755,141,1
7947,CO,1836,IAH,PHL,3,755,194,1
7954,EV,5135,LEX,ATL,3,755,89,0
7955,EV,5180,BOS,DCA,3,755,105,0
7956,EV,5283,TLH,ATL,3,755,74,1
7957,EV,7078,IAD,ROC,3,755,73,0
7958,EV,7081,IAD,DAY,3,755,88,0
7961,MQ,3257,DFW,MKE,3,755,145,0
7962,MQ,3398,LCH,DFW,3,755,75,0
7966,OO,4549,RAP,SLC,3,755,98,0
7968,OO,6871,DEN,MOT,3,755,102,1
7978,WN,2010,FLL,MCI,3,755,210,1
7980,WN,3405,RNO,LAS,3,755,80,1
7985,WN,757,ELP,LAX,3,755,135,1
7987,WN,882,BDL,BWI,3,755,70,1
7991,YV,1037,ITO,HNL,3,755,47,0
7993,CO,390,SLC,IAH,3,756,180,1
7994,EV,5455,SDF,ATL,3,756,94,0
7997,OO,4702,LGB,SLC,3,756,105,1
8000,9E,3994,LSE,MSP,3,757,55,0
8001,EV,5168,ATL,AVL,3,757,56,0
8002,EV,5608,GNV,ATL,3,757,86,1
8005,OH,6603,DLH,MSP,3,757,63,0
8006,OH,6641,GSO,DTW,3,757,112,0
8007,DL,2399,ATL,RIC,3,758,92,0
8009,UA,886,SFO,LAS,3,758,104,0
8013,9E,4247,SCE,DTW,3,760,80,0
8014,AA,1362,ORD,JFK,3,760,130,1
8016,AA,2064,MIA,MCO,3,760,60,0
8017,AA,2325,ORD,DFW,3,760,150,1
8027,EV,7125,IAD,BUF,3,760,69,0
8028,EV,7399,IAH,ATL,3,760,125,0
8036,MQ,2949,DFW,TYS,3,760,120,1
8037,MQ,3121,LAX,SJC,3,760,75,0
8038,MQ,3282,DFW,JAN,3,760,80,0
8039,MQ,3369,DFW,DSM,3,760,115,0
8040,MQ,3833,ORD,ATL,3,760,120,0
8041,MQ,4228,ORD,SGF,3,760,95,0
8044,OO,4518,SLC,DEN,3,760,83,0
8045,OO,4608,DFW,SLC,3,760,168,1
8046,OO,4755,CLE,MSP,3,760,125,1
8047,OO,7035,LAX,PDX,3,760,141,0
8048,US,614,LAS,PHX,3,760,70,0
8053,WN,3321,SNA,OAK,3,760,85,1
8059,XE,3003,BNA,IAH,3,760,125,0
8060,XE,3075,EWR,PVD,3,760,59,1
8063,9E,4276,LIT,ATL,3,761,99,1
8064,EV,5215,LWB,ATL,3,761,89,0
8065,EV,5254,SAV,ATL,3,761,86,1
8066,EV,5486,CHS,ATL,3,761,82,0
8069,FL,842,MCO,ATL,3,761,92,0
8070,OO,6291,LAX,ELP,3,761,111,0
8076,OO,6226,SFO,SMF,3,762,43,1
8077,UA,197,IAD,SEA,3,762,354,0
8080,XE,5979,ORD,FSD,3,762,96,1
8082,EV,5223,TRI,ATL,3,763,76,1
8083,9E,3847,ROC,DTW,3,764,91,1
8084,9E,4053,SAV,LGA,3,764,130,0
8087,EV,5306,GSP,ATL,3,764,80,0
8088,OO,6988,DEN,COS,3,764,35,0
8092,9E,3868,ALB,DTW,3,765,119,1
8096,AA,329,LGA,ORD,3,765,155,0
8104,CO,1850,IAH,RDU,3,765,150,0
8105,CO,596,LAS,IAH,3,765,178,1
8110,DL,1966,ATL,CMH,3,765,90,1
8115,EV,5586,VPS,ATL,3,765,80,1
8119,MQ,2986,DFW,AGS,3,765,130,1
8120,MQ,3260,DAY,DFW,3,765,170,0
8121,MQ,3335,CID,DFW,3,765,135,1
8122,OH,6458,RDU,BOS,3,765,124,0
8130,US,1186,MEM,CLT,3,765,93,0
8139,WN,3599,STL,LAS,3,765,230,1
8148,EV,5301,CAE,ATL,3,766,78,0
8152,OO,6477,LAX,SMF,3,766,83,0
8163,XE,2979,MCI,IAH,3,768,124,0
8164,EV,5043,HPN,ATL,3,769,156,0
8167,OO,6464,SFO,RDM,3,769,95,1
8173,AA,2040,MIA,LGA,3,770,170,1
8183,DL,2440,TPA,DCA,3,770,124,1
8185,EV,5266,ATL,MGM,3,770,54,0
8191,MQ,4128,MDT,ORD,3,770,135,1
8194,OO,6950,PHX,DEN,3,770,103,1
8196,US,1266,ATL,PHL,3,770,124,0
8205,WN,1671,FLL,ALB,3,770,185,0
8219,XE,2304,IAH,GPT,3,770,71,0
8220,XE,2600,IAH,TUL,3,770,83,1
8221,XE,2780,IAH,ORF,3,770,159,0
8227,YV,2870,YUM,PHX,3,770,54,0
8231,OO,7032,LAX,YUM,3,771,70,0
8240,XE,2484,EWR,MCI,3,772,197,0
8241,EV,4960,BOS,CVG,3,773,144,1
8242,OH,6521,RDU,LGA,3,773,96,1
8243,OO,4735,LAS,LAX,3,773,74,0
8263,EV,5264,ATL,FAY,3,775,72,1
8265,MQ,2884,XNA,DFW,3,775,75,0
8266,MQ,3181,SJC,LAX,3,775,75,0
8267,MQ,3670,TLH,MIA,3,775,85,0
8271,MQ,4155,ORD,DTW,3,775,80,1
8272,MQ,4242,CLE,JFK,3,775,105,0
8273,MQ,4277,CVG,JFK,3,775,120,0
8274,OH,6538,DCA,BOS,3,775,91,0
8278,US,1190,MSY,CLT,3,775,106,1
8279,US,1291,BOS,CLT,3,775,147,0
8280,US,1735,PVD,CLT,3,775,140,1
8288,WN,3503,BDL,MDW,3,775,155,1
8299,9E,4086,TVC,MSP,3,776,100,1
8300,EV,5489,ATL,GNV,3,776,69,1
8302,HA,148,HNL,KOA,3,776,43,0
8307,DL,1269,BNA,ATL,3,777,69,1
8310,FL,74,FLL,ATL,3,777,117,1
8315,OO,3062,MKE,STL,3,778,74,1
8317,OO,4698,CPR,SLC,3,778,73,0
8318,UA,753,SFO,DEN,3,778,156,1
8322,OH,6459,EWR,CVG,3,779,129,1
8324,US,1513,CLT,PHX,3,779,276,1
8327,9E,4146,JFK,SYR,3,780,89,1
8345,DL,1439,DCA,ATL,3,780,122,1
8349,DL,2369,ATL,MCO,3,780,87,1
8350,DL,2407,MSP,ORD,3,780,81,0
8353,DL,589,LGA,ATL,3,780,158,0
8354,EV,5051,BHM,ATL,3,780,75,0
8357,MQ,2910,MGM,DFW,3,780,130,0
8358,MQ,3270,DFW,MOB,3,780,95,0
8359,MQ,3347,SGF,DFW,3,780,85,0
8361,MQ,3823,MSP,ORD,3,780,95,1
8363,MQ,4162,ORD,RIC,3,780,115,1
8366,OO,4621,DEN,SLC,3,780,90,1
8367,OO,4683,EUG,SLC,3,780,107,0
8368,OO,4754,ONT,SLC,3,780,104,0
8369,OO,4760,PSP,SLC,3,780,104,1
8371,OO,6473,LAX,IPL,3,780,60,1
8381,US,2129,BOS,LGA,3,780,85,0
8382,US,2172,DCA,LGA,3,780,85,0
8406,XE,2374,DAL,IAH,3,780,65,0
8408,XE,2443,EWR,RIC,3,780,82,1
8411,XE,3053,EWR,DTW,3,780,116,0
8417,OO,6411,LAX,SBP,3,781,61,0
8421,EV,5170,ATL,TRI,3,782,59,0
8422,EV,7329,TYS,ATL,3,782,68,0
8423,OO,6408,SFO,EUG,3,782,92,0
8428,CO,1805,DFW,IAH,3,783,62,1
8429,EV,7347,ICT,ATL,3,783,124,0
8430,HA,173,HNL,LIH,3,783,38,1
8431,OO,4445,BNA,MSP,3,783,137,0
8435,XE,2075,ABQ,IAH,3,783,119,0
8436,EV,5096,BTR,ATL,3,784,94,1
8439,AA,1039,ATL,MIA,3,785,105,0
8448,B6,209,JFK,LGB,3,785,368,1
8452,DL,1160,SAN,SLC,3,785,112,0
8456,DL,1864,MSP,DCA,3,785,141,0
8459,DL,2623,MSP,MCO,3,785,190,1
8460,EV,5358,ATL,SYR,3,785,125,1
8461,FL,850,EYW,MCO,3,785,65,0
8462,MQ,3213,LIT,DFW,3,785,80,1
8463,MQ,3610,BHM,MIA,3,785,110,0
8464,MQ,3747,PHL,ORD,3,785,145,1
8465,MQ,4121,ORD,TRI,3,785,115,1
8466,MQ,4378,BNA,LGA,3,785,130,1
8467,MQ,4514,JFK,DCA,3,785,85,1
8468,OO,4492,GJT,SLC,3,785,56,0
8469,OO,4627,HLN,SLC,3,785,77,1
8472,OO,4830,MSO,SLC,3,785,82,1
8473,OO,6520,ORD,MBS,3,785,60,0
8474,OO,6995,ORD,FWA,3,785,51,1
8485,US,714,DFW,PHL,3,785,189,1
8489,WN,1306,ABQ,LAS,3,785,95,0
8496,WN,242,MCO,PIT,3,785,135,1
8499,WN,3839,SFO,PHX,3,785,115,1
8506,XE,2174,IAH,PNS,3,785,86,0
8509,XE,5896,ORD,LAN,3,785,53,1
8510,XE,5911,ORD,PIA,3,785,49,1
8511,XE,5928,ORD,LEX,3,785,71,0
8518,OO,6389,SFO,RNO,3,787,54,0
8519,UA,896,ORD,IAD,3,787,119,0
8521,9E,3879,ATL,FWA,3,788,95,1
8523,EV,5100,HSV,ATL,3,788,70,0
8524,OO,6654,TUL,ORD,3,788,113,0
8527,EV,5448,MGM,ATL,3,789,76,0
8530,XE,5957,ORD,GRB,3,789,53,1
8535,AA,1946,MIA,TPA,3,790,60,0
8539,B6,1062,AUS,JFK,3,790,220,0
8545,DL,2204,LAX,SLC,3,790,114,0
8547,DL,248,SAN,DTW,3,790,265,0
8551,EV,5032,ATL,CSG,3,790,43,1
8558,MQ,3201,DFW,CHA,3,790,110,1
8559,MQ,3399,DFW,LEX,3,790,125,1
8560,MQ,3941,MCI,ORD,3,790,95,0
8561,MQ,4071,ORD,XNA,3,790,105,0
8562,MQ,4315,CLE,ORD,3,790,95,1
8563,MQ,4319,ORD,HSV,3,790,105,0
8566,OO,4678,BUR,SLC,3,790,110,0
8567,OO,4720,MSP,GFK,3,790,75,0
8568,OO,4731,MFR,SLC,3,790,104,0
8569,OO,6250,PDX,RDM,3,790,38,1
8587,WN,3252,SLC,SEA,3,790,130,0
8594,WN,771,BWI,LAS,3,790,330,1
8598,XE,2495,BHM,IAH,3,790,110,0
8600,XE,3120,IAH,LIT,3,790,76,0
8602,YV,2823,PHX,TUS,3,790,56,0
8605,YV,2905,PHX,GJT,3,790,122,0
8606,YV,7237,ORD,DSM,3,790,72,1
8609,EV,5574,CAK,ATL,3,792,116,1
8621,FL,1454,HPN,PBI,3,793,174,1
8627,EV,5309,MDT,ATL,3,794,131,1
8630,YV,7280,ORD,BTV,3,794,116,1
8636,AA,2058,DFW,SJU,3,795,265,1
8640,AA,499,BDL,DFW,3,795,250,0
8641,AA,745,LGA,DFW,3,795,250,1
8655,DL,2110,DFW,ATL,3,795,121,1
8656,DL,2774,MSP,MEM,3,795,122,0
8657,EV,7395,PHL,CVG,3,795,116,1
8659,MQ,2705,DFW,ROW,3,795,95,0
8663,MQ,3374,CVG,DFW,3,795,165,1
8664,MQ,3809,ABQ,ORD,3,795,160,1
8669,OO,4777,PSC,SLC,3,795,90,1
8670,OO,6231,PDX,EUG,3,795,36,0
8671,OO,6919,ORD,DLH,3,795,87,1
8672,OO,6932,ORD,PAH,3,795,80,0
8674,OO,7789,SUN,SLC,3,795,67,0
8676,US,1168,CLT,PIT,3,795,83,1
8690,WN,1113,LGA,MDW,3,795,155,1
8706,XE,3056,IAH,VPS,3,795,88,0
8725,9E,3981,CVG,MSP,3,800,130,1
8728,AA,1119,DCA,MIA,3,800,160,1
8741,CO,476,SJU,EWR,3,800,250,1
8744,DL,2107,GEG,MSP,3,800,169,1
8746,DL,2768,SEA,ATL,3,800,285,1
8750,MQ,2779,DFW,GSP,3,800,130,0
8753,MQ,4225,GRB,ORD,3,800,65,1
8754,MQ,4330,ORD,CVG,3,800,75,1
8758,OO,4457,BIL,MSP,3,800,119,0
8759,OO,4483,MSP,DSM,3,800,75,1
8760,OO,4598,MOT,MSP,3,800,90,1
8761,OO,4785,SDF,MSP,3,800,125,0
8762,OO,6275,SEA,GEG,3,800,58,1
8763,OO,6386,BUR,SFO,3,800,76,1
8764,OO,6430,LAS,LAX,3,800,80,0
8767,US,1427,DTW,CLT,3,800,108,0
8780,WN,2353,DEN,MCO,3,800,210,1
8786,XE,2593,IAH,OMA,3,800,128,0
8793,OH,6298,CVG,DTW,3,801,84,0
8799,DL,2108,DEN,MSP,3,802,115,0
8800,EV,5593,ELP,ATL,3,802,177,1
8801,OH,6567,CLE,DTW,3,802,58,0
8818,AA,2465,BOS,DFW,3,805,265,1
8820,AA,841,SJU,MIA,3,805,165,0
8828,DL,1806,LAX,DTW,3,805,270,1
8829,DL,1830,PDX,SLC,3,805,105,1
8832,EV,5224,MOB,ATL,3,805,76,1
8839,MQ,4022,ORD,JAX,3,805,145,1
8840,OH,6256,MSP,BNA,3,805,135,0
8841,OH,6446,PHL,JFK,3,805,60,0
8842,OO,4695,ORD,SLC,3,805,205,1
8846,US,1457,CLT,FLL,3,805,119,1
8871,XE,2213,IAH,XNA,3,805,85,0
8872,HA,165,OGG,HNL,3,806,34,0
8875,OO,6502,ORD,DTW,3,806,76,1
8881,YV,7279,ORD,ATL,3,806,123,1
8882,9E,3885,FNT,DTW,3,807,47,0
8887,EV,7066,ORD,CAE,3,807,109,1
